Date,Close,High,Low,Open,Volume
2020-01-01,642.843994140625,645.5921441617554,639.0925909796357,641.2300350795813,2112415
2020-01-02,640.9682006835938,646.2899514806122,637.6530090437269,644.6323822848748,5658200
2020-01-03,650.82666015625,652.5715037491622,640.2703777184914,640.2703777184914,7882938
2020-01-06,644.5888061523438,657.6315223178968,642.5386362836565,650.913864011212,6519403
2020-01-07,635.0357666015625,647.8603227883157,632.5929432818058,643.8472043316764,7899363
2020-01-08,626.5733642578125,635.9955093014875,617.9363669062092,632.4622115661596,8639443
2020-01-09,634.7304077148438,638.1764841366896,623.1708199980822,629.6267619845374,13521186
2020-01-10,643.9779663085938,648.1219685287305,637.3039203810201,645.9845251549832,9341405
2020-01-13,674.86181640625,678.3078928782691,658.67840401684,663.0405126527131,36952038
2020-01-14,676.6939086914062,677.8280462446663,669.3219347226236,671.7210943826869,11414418
2020-01-15,669.6273803710938,675.1236273768502,664.9163343297613,675.1236273768502,6047430
2020-01-16,669.1475830078125,673.9459033553261,663.2587353085912,672.3755546185483,5740586
2020-01-17,669.888916015625,674.2946877716469,665.0033762692507,672.3753495682893,3762957
2020-01-20,670.4124755859375,675.6033954247255,665.6141561674334,673.1605720311343,3887680
2020-01-21,665.2216186523438,672.2009930119749,663.6948805111745,670.4125389819995,4448374
2020-01-22,671.9392700195312,678.7441492985514,668.2750878697819,670.4125318945024,9733935
2020-01-23,684.283935546875,685.2872417960297,677.6099415255238,677.9588782546774,12528017
2020-01-24,682.8880004882812,686.1595814551686,674.9053216297209,676.7810493500915,7540490
2020-01-27,678.831298828125,684.6765348278285,675.6033811589165,679.6601100871358,3741610
2020-01-28,678.7440185546875,682.0592100521918,673.5094888486102,681.3612834077262,5121009
2020-01-29,688.9514770507812,691.65596321735,684.1967677916473,686.246937635814,6832757
2020-01-30,681.099609375,688.9514044160246,678.744060213014,688.9514044160246,3859680
2020-01-31,676.9556274414062,684.807422726058,673.1605611047877,680.9687459542037,6092028
2020-02-03,669.4964599609375,690.0419811466506,666.9664156330167,682.2337959777881,6416745
2020-02-04,687.3374633789062,689.1259705883891,671.8519771149737,671.8519771149737,5771311
2020-02-05,684.4583740234375,685.7233960271095,675.6033264945133,681.3612879098888,6310409
2020-02-06,672.9425659179688,686.4214940143438,671.7648177316966,684.2840498536987,7341622
2020-02-07,678.1333618164062,679.4856047719281,672.637115877205,676.9556138467179,2853344
2020-02-10,674.5564575195312,678.7440709580254,671.5465920564782,675.2543842178814,3827682
2020-02-11,674.86181640625,679.7037463423899,671.0668031923989,679.616525469031,4312817
2020-02-12,681.4049682617188,683.324306679921,676.2140484198972,676.8247542686519,2948825
2020-02-13,691.176025390625,692.7027632188782,682.4081987980488,684.8509686735761,4387430
2020-02-14,686.1161499023438,697.239528089732,684.502137588858,693.1391348925438,5321680
2020-02-17,688.7333984375,692.2230856262406,683.367983085451,689.474935665747,2929629
2020-02-18,695.8872680664062,697.1086266338503,683.6733629015613,684.851111028811,5083346
2020-02-19,698.3299560546875,702.1685795616843,694.5785534177882,697.9373556424597,3985192
2020-02-20,695.3201293945312,703.2591459590245,692.5719796038388,700.7727652900342,4564569
2020-02-24,694.3168334960938,708.0574761586914,691.0889155962973,698.0246259606042,6627536
2020-02-25,696.5415649414062,703.171949117597,693.92429962211,697.0649967059057,6996695
2020-02-26,682.8880004882812,699.202294892837,680.9250519081488,692.6591329590624,8760569
2020-02-27,678.6132202148438,681.1432645268542,673.6840693978532,678.7441047734775,5223386
2020-02-28,638.3508911132812,660.2486518279159,629.9320014300612,654.31619563715,14123957
2020-03-02,646.5081176757812,668.1878297933475,640.1394496441627,642.974820289946,9821523
2020-03-03,651.698974609375,662.1680344424574,646.6825501060231,658.6783478314298,7826587
2020-03-04,661.949951171875,664.3491107972096,650.43397432059,657.7187273138242,11013444
2020-03-05,658.3294067382812,674.8618089348903,655.8430261427187,666.3120867529118,7755293
2020-03-06,644.676025390625,649.0817443227063,636.0826397029072,646.4644792246308,9216022
