Date,Close,High,Low,Open,Volume
2020-01-01,185.4073028564453,185.79665039551224,184.62860777831148,185.79665039551224,4208837
2020-01-02,186.77003479003906,187.62659231812032,185.40731828987143,185.48518067499975,8402979
2020-01-03,185.7187957763672,187.66553367758698,185.32944819612322,187.66553367758698,9284478
2020-01-06,183.07122802734375,185.56305004261205,182.99335376232662,184.94009156830882,7636617
2020-01-07,183.26593017578125,185.2515935396894,182.68190874358558,183.81101446944126,8416741
2020-01-08,182.37037658691406,183.6162934077584,181.63061867288798,182.21463995479436,7043211
2020-01-09,183.61631774902344,184.23927624202867,183.03229638969574,183.46058109625838,9452653
2020-01-10,185.32945251464844,185.91347389862318,184.39502067667797,185.01797919597345,9973746
2020-01-13,186.3028106689453,187.27617958571096,185.5241155355328,185.71878931888594,12243639
2020-01-14,189.41758728027344,189.84587197117065,185.5630488260874,187.08150192840984,11843444
2020-01-15,188.75570678710938,189.22292864765956,187.74341255915976,188.87251819321966,5476729
2020-01-16,187.47085571289062,189.92374066102897,186.96470862262237,188.8335722133997,9369668
2020-01-17,186.847900390625,188.52210210595203,186.41961567824157,187.4708588920968,7392403
2020-01-20,188.36636352539062,189.41760679481024,186.92578453916076,186.92578453916076,8020816
2020-01-21,185.6798553466797,188.01594078668475,185.3294449070679,188.01594078668475,9571070
2020-01-22,185.36837768554688,186.57535751091373,184.6286196899816,186.57535751091373,7654918
2020-01-23,185.25155639648438,185.91345197304037,184.4728613096863,185.40730491939925,6120434
2020-01-24,185.4462432861328,186.1860131764755,184.55074862574787,184.8622219297222,6801874
2020-01-27,182.68191528320312,184.8622525358945,182.4483043255728,184.55077918035198,6837613
2020-01-28,179.68392944335938,183.69420523937077,179.48925563031133,182.79871045212835,14582907
2020-01-29,184.27821350097656,185.05690869748514,179.99538992017938,180.26793799173566,20469708
2020-01-30,182.25360107421875,184.5507493757131,181.4359687955323,184.51181224207187,10394149
2020-01-31,183.1101837158203,185.64094328427853,182.25362606797165,183.57740561969894,18455880
2020-02-03,161.6571044921875,168.8989592813168,159.63249251724,167.41944337173953,79764370
2020-02-04,167.9255828857422,169.4440477397557,162.8640650575466,164.14891902002392,35767812
2020-02-05,168.54856872558594,169.36620103802065,164.69402997490283,168.43176920178615,21253607
2020-02-06,166.2903594970703,171.2350668034746,164.92764292033797,169.75555070151486,27388582
2020-02-07,166.17352294921875,167.9645239840639,165.66737590721513,166.48500810594265,17133407
2020-02-10,163.9542694091797,166.67970248737853,163.56492182657985,166.6407653527295,9617387
2020-02-11,165.55059814453125,168.93791500997423,164.9276396312024,168.58750455933466,29803784
2020-02-12,165.9010009765625,167.26371746353882,164.9276320572937,166.17353714479088,9928416
2020-02-13,165.0054931640625,166.21247299099934,164.4604089498814,165.90099969202294,9153131
2020-02-14,161.7349853515625,165.7841978821804,161.03416444735868,165.27805077158268,13731692
2020-02-17,159.47677612304688,162.47474545347248,158.8538175992099,161.9685983364493,15561953
2020-02-18,158.73699951171875,159.321020831656,156.12836619655477,159.2820837006047,20934864
2020-02-19,160.95626831054688,161.30667871504403,158.73699449410228,159.8271628374143,9054560
2020-02-20,161.5403289794922,162.3968985165151,159.98293846268444,161.1899184895998,15592846
2020-02-24,158.07510375976562,161.54029454461303,157.1406720252593,161.18988412941619,16594046
2020-02-25,157.14068603515625,159.9439814886034,156.90707511021603,158.69807635883086,15313516
2020-02-26,154.64886474609375,157.25748642346034,152.85786348760686,156.24518033110294,17869240
2020-02-27,153.83123779296875,155.07714297292068,152.546383595022,154.49312157802098,17271066
2020-02-28,153.83123779296875,155.66116436782036,149.54841423037098,151.84556267392063,32628444
2020-03-02,152.0791778564453,158.4255391055228,150.7943236226075,155.349695382853,18560049
2020-03-03,150.95005798339844,153.75335336457573,149.93775192271846,153.4029429271717,17947416
2020-03-04,146.00534057617188,152.27383890796452,145.26558256030827,151.80661706534275,27664076
2020-03-05,146.4336395263672,148.88652473382498,145.26559668815943,146.04429191363127,20025924
2020-03-06,141.52786254882812,143.94182259129795,139.97047203934997,143.94182259129795,26764504
2020-03-09,137.98475646972656,139.3864098953421,135.88228227227484,139.3864098953421,21794299
2020-03-11,136.77780151367188,137.6343709512954,134.20811696469192,135.49295923918189,27956087
2020-03-12,121.32070922851562,131.71628256453388,117.2325596073753,131.5994830424223,52039692
2020-03-13,126.34329223632812,127.70600879357664,104.8123753845795,116.8042763355884,61590681
2020-03-16,114.6628646850586,123.11171209884108,113.10547433279973,123.03383782844996,33254907
2020-03-17,116.14240264892578,121.32073367498569,113.72845427728792,115.24690778043794,47657482
2020-03-18,117.34934997558594,120.42519326469342,114.74072850236956,118.43953025201708,50243331
2020-03-19,126.03182220458984,127.35560166118235,112.71612960240792,117.34936364145454,89748454
2020-03-20,136.66099548339844,137.43969061435797,128.56257087419718,128.56257087419718,61996400
2020-03-23,120.15267181396484,126.14862248144692,116.18132153862244,123.03384167943588,51353150
2020-03-24,116.57067108154297,127.47240407026074,114.77966971415013,126.88838266015087,52552796
2020-03-25,114.74073791503906,118.36166569843,108.23862850053797,117.58297052936139,62505978
2020-03-26,121.78792572021484,124.12401134309835,111.5480884926872,116.80428114417508,58443451
2020-03-27,127.08304595947266,129.2633947533887,120.6977481131039,126.1486141569215,32636484
2020-03-30,123.96827697753906,128.4068373669626,121.51539178078941,121.51539178078941,28120340
2020-03-31,133.7019500732422,135.3761517147369,125.79819933758813,127.70600001013105,42630666
2020-04-01,129.5748748779297,134.5195940877692,128.13429590543356,133.70196176178726,18141970
2020-04-03,138.5298614501953,142.3065376537008,130.04208912814244,130.74291000539637,62867436
2020-04-07,141.3721160888672,144.60369641957433,135.22041687306475,144.60369641957433,36118591
2020-04-08,139.11387634277344,143.279899924889,137.55648612619856,140.82701508656135,37561082
2020-04-09,144.25328063964844,145.03197581179228,140.16513098589323,143.27991167446862,42626960
2020-04-13,141.4110565185547,145.34345786881923,140.9827717717295,143.66926790080242,17744169
2020-04-15,147.44595336914062,150.87220778674475,142.26762272109846,143.31886608297194,49092699
2020-04-16,145.10986328125,148.88652808051296,144.40903043340424,147.67954807751175,27080032
2020-04-17,146.4725799560547,149.0422647523094,145.57707329746754,148.30250664787405,26667421
2020-04-20,140.710205078125,147.91313490078272,139.7757733153583,147.91313490078272,35764287
2020-04-21,139.8536376953125,143.51350210528187,137.08926785263202,138.6077208450514,23333661
2020-04-22,141.9171905517578,142.92949661932533,137.05034588263032,139.3864313238115,25163402
2020-04-23,140.59341430664062,143.27991024739015,139.89258152952428,142.4622779483937,32968029
2020-04-24,140.20407104492188,142.3454828129778,139.6200496536339,140.9438290974975,18049697
2020-04-27,140.04832458496094,141.95612528663062,139.62003988492617,140.35979788574363,13085703
2020-04-28,139.73684692382812,140.78809016395815,138.6466784304636,140.1651316469161,17802635
2020-04-29,141.83929443359375,142.4233157039192,139.8925568658423,140.55445239165505,21461067
2020-04-30,141.76145935058594,143.98073347588974,140.5155423145959,143.98073347588974,30164713
2020-05-04,135.53189086914062,141.5278410431348,132.88432027616818,141.5278410431348,30294317
2020-05-05,135.4150848388672,138.179455059134,133.93556877379524,136.27165427566376,17707577
2020-05-06,127.62812805175781,133.46834157240465,124.98056934184251,133.46834157240465,65586734
2020-05-07,125.36993408203125,129.14661076212568,124.98058646065849,127.70601981026786,24249585
2020-05-08,123.22853088378906,127.82282838828885,122.33303604404755,127.66709170510954,25307015
2020-05-11,123.38423156738281,127.31664405053111,123.03382116198112,124.59121130327203,18095473
2020-05-12,128.5236358642578,129.18551960733978,122.64448515201053,123.38424316225272,21387527
2020-05-13,128.79615783691406,135.18146681789503,128.0953370375106,135.02571830074436,20015124
2020-05-14,127.55027770996094,131.01546901632142,126.10968681941023,128.09536198029642,14949993
2020-05-15,128.212158203125,128.87405386700266,125.48672503977448,126.30435736516877,14950243
2020-05-18,128.29002380371094,130.27569877918617,127.04410683189847,129.26339272483165,20801299
2020-05-19,132.9622039794922,133.66302489922663,128.56258089927408,129.6527494148489,20142171
2020-05-20,136.85568237304688,137.82905137996755,133.1568801467483,133.89663821561885,25320734
2020-05-21,147.1344451904297,148.3024879072872,134.44171195752233,136.73887213956476,58382197
2020-05-22,145.10986328125,149.43161237420648,143.747146606043,146.39470567938088,39013770
2020-05-26,149.27584838867188,151.8066074652835,146.23894224951565,147.95206909421773,53233404
2020-05-27,149.62625122070312,150.98896757747434,145.53810215038945,149.89879924483483,24546119
2020-05-28,148.458251953125,150.2103163516998,147.17340948028234,149.74310630791481,24578072
2020-05-29,153.67552185058594,154.18166904163056,147.1734113579201,148.3025171639062,35834621
2020-06-01,156.1673126220703,159.8271774017756,154.96033277930982,156.51772305849886,28508405
2020-06-02,153.5976104736328,157.2185379829711,153.16932578667107,157.2185379829711,22631373
2020-06-03,153.16934204101562,156.4398594742508,152.3127844581386,155.73903855353814,18979188
2020-06-04,155.85581970214844,157.6857579421561,151.84554468503921,153.98695621264875,21996048
2020-06-05,155.73902893066406,157.29641921997072,154.6877857326041,157.14068256742902,14629659
2020-06-08,153.90908813476562,158.58125892821496,153.4029410515865,157.9972375790338,19551313
2020-06-09,154.57098388671875,160.5669340338952,153.90908827094984,154.3763101034861,39914264
2020-06-10,154.999267578125,158.19191047320896,154.41524623222546,155.31074087649353,27199665
2020-06-11,151.2615203857422,156.7123859852284,150.75537333285322,155.7390171281773,19847133
2020-06-12,150.98898315429688,152.0012892144362,146.27788705470684,147.13444458102097,22562768
2020-06-15,145.771728515625,151.02792073528897,145.07090763911444,150.98898360171728,24462536
2020-06-16,144.05859375,148.69182722665167,141.64463418303308,148.5750277142267,27636105
2020-06-17,141.0995635986328,144.05860764557974,140.7102160104015,143.27991246911716,24027295
2020-06-18,145.30453491210938,146.00535586749484,140.7102259183111,141.09957353395774,28887489
2020-06-19,143.31884765625,146.3557540503964,142.96843720799393,145.6938702885672,30531449
2020-06-22,144.05859375,146.0053315033784,142.61800305972227,145.22663640202703,31395991
2020-06-23,144.72052001953125,146.00536245636857,143.86395047367517,144.37009764407853,26546793
2020-06-24,149.39266967773438,151.6119437319717,144.95409780536963,145.92746674545924,54652978
2020-06-25,157.37429809570312,158.46446657736388,149.2369240902282,149.7041459434801,75574255
2020-06-26,152.0012969970703,163.05876619395542,150.52178090553718,160.41120733059753,71956002
2020-06-29,153.5976104736328,158.0751073568946,152.77997823160482,157.68575980182837,91503336
2020-06-30,151.57301330566406,155.2718154416908,151.06686618719652,155.2718154416908,41210494
2020-07-01,157.9972381591797,158.73700804308132,151.57300329459787,151.57300329459787,44297953
2020-07-02,160.29440307617188,160.99522396580846,157.7247066775958,159.20422272547088,39320871
2020-07-03,161.61817932128906,162.35793733081988,160.41119947313618,161.96858975928313,37893277
2020-07-06,163.58314514160156,165.34341920691804,162.88721586392973,164.03345158639533,34710176
2020-07-07,159.03915405273438,164.156243951471,158.8344704567849,163.74687675957207,31263172
2020-07-08,160.7175750732422,162.06848191891706,159.0391669517487,159.0391669517487,21274354
2020-07-09,160.02166748046875,161.29070854884893,158.95731005237897,161.20883009557357,18769502
2020-07-10,159.12103271484375,160.88130664535748,158.83447068294836,159.77601022849845,16191544
2020-07-13,161.7410125732422,162.72349153297492,159.73511542776745,160.3900930723241,20297515
2020-07-14,160.39007568359375,163.33752473614132,157.81106713228692,161.61817737333917,18474376
2020-07-15,162.6825408935547,163.74689823063318,159.24385852929078,160.7585223350829,23776757
2020-07-16,158.711669921875,162.8053419601705,157.1970062705474,162.68252430328425,22144320
2020-07-17,158.87542724609375,159.98071129072756,158.01575354944748,158.26137639033163,14882294
2020-07-20,157.77012634277344,159.9397801354992,157.48357678041847,159.65321808024794,18914963
2020-07-21,157.40171813964844,158.9982480227194,156.787667223629,157.27891295360368,28010715
2020-07-22,160.92225646972656,162.02754046654064,157.60637949349206,158.01574671295566,32572133
2020-07-23,164.32000732421875,164.97499740554966,161.12694785546356,161.82286466639908,31488108
2020-07-24,163.41940307617188,165.13873794499278,161.5363113211711,164.56562632205248,60183102
2020-07-27,160.79942321777344,164.15623908907202,159.77600526834033,164.15623908907202,22645697
2020-07-28,159.98072814941406,162.64161547145278,159.69417854893328,161.2907084435769,19287132
2020-07-29,161.04507446289062,162.27317621907875,158.3432481006973,158.384187324483,14831635
2020-07-30,158.30230712890625,162.43690600847273,157.60637786584672,162.43690600847273,16315231
2020-07-31,158.95730590820312,161.2497651182687,158.42513345448148,158.42513345448148,16652851
2020-08-03,157.68826293945312,158.8344861931731,157.11513881969665,158.8344861931731,13265411
2020-08-04,158.5479278564453,160.3082144930832,157.68826664241632,157.68826664241632,17187619
2020-08-05,157.8520050048828,159.3257295185624,156.9513921096074,159.24385107612054,48768332
2020-08-06,159.93978881835938,160.14447244239472,158.09763620204149,158.99823665205872,17886089
2020-08-07,160.51290893554688,161.29070424933727,158.9573058150685,160.06260244033214,20911818
2020-08-10,162.80532836914062,163.46030584627374,160.79941924351314,160.79941924351314,16474505
2020-08-11,166.24404907226562,170.0511596454964,163.74690625332295,163.74690625332295,55142972
2020-08-12,167.18557739257812,167.75868902682842,164.07438388720936,165.79373128285692,21287010
2020-08-13,164.93405151367188,167.1855712383365,161.37256417221283,166.61245962518294,22698888
2020-08-14,160.79942321777344,166.48963701093749,160.06256729133955,165.05685188173112,28751298
2020-08-17,162.7234649658203,163.33751577701207,161.1678745746261,162.1503533739538,11740766
2020-08-18,162.5597381591797,163.66502224310304,161.49538080611134,163.66502224310304,12488159
2020-08-19,162.4778594970703,165.1387466297781,162.19130991697847,162.60067716816428,15474353
2020-08-20,160.30819702148438,161.45442017719682,159.28477902784988,161.29067579679437,16910449
2020-08-21,161.12693786621094,163.0918954954871,160.7175706523704,162.10941668084902,17233813
2020-08-24,161.04507446289062,162.9281663209585,160.758524882185,161.495380938739,14737317
2020-08-25,159.98072814941406,162.355065870972,159.73511777554424,161.49539208373375,15199264
2020-08-26,159.61228942871094,160.92226963532693,158.54793207244762,160.88133041145196,22631175
2020-08-27,159.03915405273438,162.84626394023633,158.752592021247,162.51877518387528,47212216
2020-08-28,160.10353088378906,160.7175817469387,158.87542915748983,159.32573562237891,34645487
2020-08-31,156.4601287841797,162.92812471803978,155.55951606245003,162.92812471803978,96994911
2020-09-01,155.72328186035156,157.4835683328066,154.12675226376817,156.46015032308705,39779151
2020-09-02,156.66485595703125,158.0157629226828,155.27299727375706,156.623916732306,20585374
2020-09-03,156.8695068359375,158.22041351954152,155.5595268756165,156.7057499712263,15691462
2020-09-04,152.8577117919922,155.55953784257392,152.03897738229443,155.55953784257392,41389019
2020-09-07,154.8227081298828,155.9689315007079,148.02720887825404,153.30804421788744,32660563
2020-09-08,154.04489135742188,156.00986165545078,151.1383938733512,155.23206637812348,25589032
2020-09-09,150.48338317871094,152.48927993294103,149.25528159535838,151.87522914126475,27829564
2020-09-10,151.38400268554688,152.03899277821043,149.99215654669737,150.72902508578022,17784303
2020-09-11,150.606201171875,152.69397654003654,149.62372232006263,151.38399640902244,19255948
2020-09-14,150.11495971679688,152.16179575060707,149.82839767490518,152.1208565313517,30992032
2020-09-15,148.845947265625,150.81090523568747,148.0272126959493,150.64716082033195,30771790
2020-09-16,147.90438842773438,150.2377868445499,147.41315520354522,148.88687986190777,50641398
2020-09-17,146.2259979248047,148.6003231599533,145.57100777593328,148.02721146452757,33933262
2020-09-18,146.63531494140625,147.24936565306558,144.91596795160262,147.0037428698231,29782789
2020-09-21,143.892578125,147.8634451642993,143.31946651440427,147.3721995021337,23891325
2020-09-22,142.62353515625,144.71131045058013,142.25510716146138,143.8925760208739,18529108
2020-09-23,141.231689453125,145.36630083134642,140.57669940925595,143.23758631199598,61785000
2020-09-24,136.36024475097656,140.61766200449821,136.03274342815303,140.576722777533,31486355
2020-09-25,139.7989044189453,140.16733241517446,136.72865029554242,138.28424072090814,26625318
2020-09-28,141.88668823242188,143.11478995544994,139.59422918419014,140.00359642519948,23194638
2020-09-29,138.693603515625,143.0738375891905,138.3661147500612,143.0738375891905,25615786
2020-09-30,140.57667541503906,140.9041766275223,138.12047253943712,139.1848296174434,18481590
2020-10-01,139.88079833984375,142.95105280302823,139.26674744720685,142.86917435351768,19756417
2020-10-05,138.57080078125,141.47731047494548,138.16143357067023,140.08546445755346,24298942
2020-10-06,139.10296630859375,140.49482475034827,137.62925441738696,138.7754775534134,21885190
2020-10-07,138.77549743652344,139.92172073677546,138.36613018744814,139.18486468559874,16286540
2020-10-08,136.85145568847656,139.5123425998036,136.64677207991295,139.2667322638441,25502126
2020-10-09,137.42459106445312,138.28425229665118,136.19648931228787,137.13802899178907,22373277
2020-10-12,140.98605346679688,143.44225653239576,139.18484038393666,139.59420756153648,66250422
2020-10-13,139.30764770507812,143.15570922863603,138.77547536308566,141.5182404927884,35684395
2020-10-14,137.3836669921875,140.00361518716886,136.7696160483841,139.63518711946654,38216229
2020-10-15,135.13211059570312,137.38363011867852,134.7227434097076,137.3017516843214,27116799
2020-10-16,135.664306640625,136.5649196043085,134.10871605924143,135.50056223619998,20227056
2020-10-19,137.75209045410156,138.2842629237784,136.03274287177973,136.5649278343546,19016521
2020-10-20,137.09707641601562,137.7930056716237,136.48302559973646,137.54738284653286,16148741
2020-10-21,137.26083374023438,138.28425186383558,136.40117251072698,137.67020098967484,16478833
2020-10-22,137.9976806640625,138.4479870664743,136.72863989104565,137.17894629345744,22044107
2020-10-23,139.7989044189453,140.00358802717219,137.342701120223,138.32517994113272,20145584
2020-10-26,137.9976806640625,140.49482299298697,137.75205785430197,140.41294455876843,16080575
2020-10-27,136.89242553710938,138.6117732308894,136.5239974578419,137.95678303835896,45885092
2020-10-28,135.50051879882812,137.95672155651081,135.09115167254768,137.95672155651081,16820774
2020-10-29,134.149658203125,135.8689932263522,133.82215689425016,135.09119791873292,21007139
2020-10-30,135.29586791992188,136.5649088165397,133.74027746142016,134.27244985698752,16347325
2020-11-02,136.5239715576172,136.8923995669895,134.6408797961742,136.5649107793022,14370649
2020-11-03,139.26673889160156,139.79891130203484,136.81053547194648,136.89240142353034,22602903
2020-11-04,139.02110290527344,140.65857169687172,137.71112287483663,139.2257865042232,18808819
2020-11-05,143.0738525390625,143.27853616215128,139.34860810026717,140.20828181581948,26997641
2020-11-06,142.4188690185547,145.07975624149626,141.96856252840047,144.50664456898065,34252005
